name;DESCRIPTION;
505.051;FIRE BOXES;
505.051.01;Fire Box - Engine Room;
505.051.01.01;Fire Box - Engine Room No 01;
505.051.01.02;Fire Box - Engine Room No 02;
505.051.01.03;Fire Box - Engine Room No 03;
505.051.01.04;Fire Box - Engine Room No 04;
505.051.01.05;Fire Box - Engine Room No 05;
505.051.02;Fire Box - Deck;
505.051.02.01;Fire Box - Navigation Bridge Deck;
505.051.02.02;Fire Box - Deck A;
505.051.02.03;Fire Box - Upper Deck;
505.051.02.11;Fire Box - Deck No 01;
505.051.02.12;Fire Box - Deck No 02;
505.051.02.13;Fire Box - Deck No 03;
505.051.02.14;Fire Box - Deck No 04;
505.051.02.15;Fire Box - Deck No 05;
505.051.02.16;Fire Box - Deck No 06;
505.051.02.17;Fire Box - Deck No 07;
505.051.02.18;Fire Box - Deck No 08;
505.051.02.19;Fire Box - Deck No 09;
505.051.02.20;Fire Box - Deck No 10;
505.051.02.21;Fire Box - Deck No 11;
505.051.02.22;Fire Box - Deck No 12;
505.051.03;Fire Box - Accommodation;
505.051.04;Fire Box - Steering Gear Room;
505.051.05;Fire Box - Forecastle;
505.051.06;Fire Box - Bosun Store;
507;SECURITY SYSTEM;
507.001;CCTV SYSTEM;
507.001.01;CCTV Camera;
507.001.06;CCTV Camera - Stern Ramp;
507.001.11;CCTV Camera - Compass Deck;
507.001.16;CCTV Camera for SUL;
507.001.21;CCTV Camera for Cargo;
507.001.26;CCTV Camera - Engine Room;
51;INSULATION
512;DOORS WITH COAMING IN ACCOMMODATION;
512.001;Doors - Accommodation;
512.002;Doors - Bridge Deck;
512.003;Doors - Upper Deck;
513;INTERNAL DOORS WITH COAMINGS;
513.001;FIRE DOORS;
513.001.01;Fire Doors - Accommodation;
513.001.02;Fire Doors - Engine Room;
513.001.11;Fire Doors - Cargo Space;
514;EXTERNAL DOORS WITH COAMINGS;
514.001;GASTIGHT DOORS;
514.001.01;Gastight Door No 01;
514.001.01.11;Winch - Gastight Door No 01;
514.001.01.61;Motor
514.001.02;Gastight Door No 02;
514.001.03;Gastight Door No 03;
514.001.04;Gastight Door No 04;
514.011;WATERTIGHT DOORS;
514.011.01;Watertight Door No 01;
514.011.02;Watertight Door No 02;
514.011.03;Watertight Door No 03;
514.011.04;Watertight Door No 04;
514.011.05;Watertight Door No 05;
514.011.06;Watertight Door No 06;
514.011.07;Watertight Door No 07;
514.011.08;Watertight Door No 08;
514.011.09;Watertight Door No 09;
514.011.10;Watertight Door No 10;
514.011.11;Watertight Door No 11;
514.011.12;Watertight Door No 12;
514.011.13;Watertight Door No 13;
514.011.14;Watertight Door No 14;
514.011.15;Watertight Door No 15;
514.011.51;Watertight Door (Hydraulic) No 01;
514.011.51.01;Hydraulic Power Unit - Watertight Door No 01;
514.011.51.11;Pump
514.011.51.81;Motor
514.011.52;Watertight Door (Hydraulic) No 02;
514.011.52.01;Hydraulic Power Unit - Watertight Door No 02;
514.011.52.11;Pump
514.011.52.81;Motor
514.011.53;Watertight Door (Hydraulic) No 03;
514.011.53.01;Hydraulic Power Unit - Watertight Door No 03;
514.011.53.11;Pump
514.011.53.81;Motor
514.011.54;Watertight Door (Hydraulic) No 04;
514.011.54.01;Hydraulic Power Unit - Watertight Door No 04;
514.011.54.11;Pump
514.011.54.81;Motor
514.011.55;Watertight Door (Hydraulic) No 05;
514.011.55.01;Hydraulic Power Unit - Watertight Door No 05;
514.011.55.11;Pump
514.011.55.81;Motor
514.011.56;Watertight Door (Hydraulic) No 06;
514.011.56.01;Hydraulic Power Unit - Watertight Door No 06;
514.011.56.11;Pump
514.011.56.81;Motor
514.011.57;Watertight Door (Hydraulic) No 07;
514.011.57.01;Hydraulic Power Unit - Watertight Door No 07;
514.011.57.11;Pump
514.011.57.81;Motor
514.011.58;Watertight Door (Hydraulic) No 08;
514.011.58.01;Hydraulic Power Unit - Watertight Door No 08;
514.011.58.11;Pump
514.011.58.81;Motor
514.011.59;Watertight Door (Hydraulic) No 09;
514.011.59.01;Hydraulic Power Unit - Watertight Door No 09;
514.011.59.11;Pump
514.011.59.81;Motor
514.011.60;Watertight Door (Hydraulic) No 10;
514.011.60.01;Hydraulic Power Unit - Watertight Door No 10;
514.011.60.11;Pump
514.011.60.81;Motor
514.011.97;Indication Panel - Watertight Doors;
514.101;WEATHERTIGHT DOORS;
514.101.01;Weathertight Steel Door No 01;
514.101.02;Weathertight Steel Door No 02;
514.101.03;Weathertight Steel Door No 03;
514.101.04;Weathertight Steel Door No 04;
514.101.05;Weathertight Steel Door No 05;
514.101.06;Weathertight Steel Door No 06;
514.101.07;Weathertight Steel Door No 07;
514.101.08;Weathertight Steel Door No 08;
514.101.09;Weathertight Steel Door No 09;
514.101.10;Weathertight Steel Door No 10;
514.101.11;Weathertight Steel Door No 11;
514.101.12;Weathertight Steel Door No 12;
514.101.13;Weathertight Steel Door No 13;
514.101.14;Weathertight Steel Door No 14;
514.101.15;Weathertight Steel Door No 15;
514.101.16;Weathertight Steel Door No 16;
514.101.17;Weathertight Steel Door No 17;
514.101.18;Weathertight Steel Door No 18;
514.101.19;Weathertight Steel Door No 19;
514.101.20;Weathertight Steel Door No 20;
514.101.95;Control Panel - Weathertight Door;
514.101.97;Indication Panel - Weathertight Door;
514.101.51;Sliding Garage Door Fr-86 (Hydraulic);
514.101.51.01;Hydraulic Power Unit - Sliding Garage Door;
514.101.51.11;Pump
514.101.51.81;Motor
514.901;Indication Panel - External Doors;
515;SIDE SCUTTLES AND WINDOWS WITH EQUIPMENT;
515.001;CLEAR VIEW SCREEN;
515.001.01;Clear View Screen No 01;
515.001.02;Clear View Screen No 02;
515.001.03;Clear View Screen No 03;
515.011;WINDOW WIPER;
515.011.01;Window Wiper No 01;
515.011.02;Window Wiper No 02;
515.011.03;Window Wiper No 03;
515.011.04;Window Wiper No 04;
515.011.05;Window Wiper No 05;
515.011.06;Window Wiper No 06;
515.011.07;Window Wiper No 07;
515.011.08;Window Wiper No 08;
515.011.09;Window Wiper No 09;
515.011.10;Window Wiper No 10;
515.011.11;Window Wiper No 11;
515.011.12;Window Wiper No 12;
515.011.13;Window Wiper No 13;
515.011.14;Window Wiper No 14;
515.011.15;Window Wiper No 15;
515.011.16;Window Wiper No 16;
515.011.17;Window Wiper No 17;
515.051;Pump - Wheel House Window Cleaning;
515.051.81;Motor
515.101;Side Scuttles;
515.151;Windows;
516;SKYLIGHTS WITH EQUIPMENT;
516.001;Natural Ventilator - Garage Deck;
516.002;Natural Ventilator - Weather Deck;
516.011;Skylights - Engine Room;
52;INTERNAL DECK COVERING
529;EMERGENCY EXITS;x
529.101;ESCAPE TRUNKS;
529.111;ESCAPE TRUNK DOORS;
53;EXTERNAL DECK COVERING
536;AWNINGS WITH EQUIPMENT;
536.001;Canvas and Awnings;
537;DECK TABLES AND CHAIRS
537.001;Swimming Pool;
537.001.01;Pump - Swimming Pool;
537.001.01.81;Motor
54;FURNITURE
542;OFFICE EQUIPMENT AND SPECIAL FURNITURE IN WH
542.001;Office Furniture;
542.011;Office Equipment;
546;HOBBY
546.001;Entertainment Equipment;
546.011;Sports Equipment;
55;GALLEY / PANTRY EQUIPMENT
551;GALLEY MACHINERY;
551.001.01;Electric Cooking Range No 01;
551.001.02;Electric Cooking Range No 02;
551.002;Electric Hot Plate;
551.003.01;Hot Water Boiler No 01;
551.003.02;Hot Water Boiler No 02;
551.004;Electric Frying Pan;
551.005;Ice Cube Machine;
551.006;Combi Oven;
551.007;Deep Fat Fryer;
551.008;Universal Cooking (Mixing) Machine;
551.009;Baking Oven;
551.011.51;Refrigerators
551.011;Marine Waste Disposer No 01;
551.011.81;Motor
551.012;Marine Waste Disposer No 02;
551.015.01;Cold Table - Officers Dining;
551.015.02;Cold Table - Crew Dining;
551.016;Electric Soup Boiler;
551.017;Steam Soup Boiler;
551.018;Freezers
551.019;Bain Marie;
551.021;Dish Washer;
551.022;Dish Washer No 02;
551.023;Boiling and Braising Pan;
551.031;Marine Waste Extractor;
551.036;Marine Waste Compactor;
551.041;Beverage Counter;
551.051;Germicide Irradiation Unit;
551.081;Galley Machinery - Various;
551.091;Galley Grease Box;
552;GALLEY/PANTRY EQUIPMENT FOR PREPARATION AND SERVING;
554;FREEZING/REFRIGERATING SYSTEMS FOR PROVISIONS;
554.001;Provision Refrigeration Plant;
554.001.01;Compressor No 01 - Provision Refrigeration Plant;
554.001.01.51;Condenser - Provision Refrigeration Compressor No 01;
554.001.01.81;Motor
554.001.02;Compressor No 02 - Provision Refrigeration Plant;
554.001.02.51;Condenser - Provision Refrigeration Compressor No 02;
554.001.02.81;Motor
554.001.82;Ozone Generator - Provision Refrigeration Plant;
554.001.91;Starter Panel - Provision Refrigeration Plant;
554.001.95;Control Panel - Provision Refrigeration Plant;
554.051;COOLER UNITS;
554.051.01;Cooler Unit - Vegetable Room;
554.051.01.81;Motor
554.051.11;Cooler Unit - Meat Room;
554.051.11.81;Motor
554.051.21;Cooler Unit - Fish Room;
554.051.21.81;Motor
554.051.31;Cooler Unit - Dairy Room;
554.051.31.81;Motor
554.051.41;Cooler Unit - Lobby Room;
554.051.41.81;Motor
554.051.51;Cooler Unit No 01 - Dry Provision Room;
554.051.51.81;Motor
554.051.52;Cooler Unit No 02 - Dry Provision Room;
554.051.52.81;Motor
554.051.61;Cooler Unit - Beverage / Beer Room;
554.051.61.81;Motor
554.051.71;Cooler Unit - Potato Room;
554.051.71.81;Motor
554.051.81;Cooler Unit - Handling Room;
554.051.81.81;Motor
554.101;Refrigerant Leak Detector System;
554.111;Refrigerant Recovery System;
554.501;Fly Killer;
558;LAUNDRY
558.001;WASHING MACHINES;
558.001.01;Washing Machine No 01 - Laundry;
558.001.02;Washing Machine No 02 - Laundry;
558.001.03;Washing Machine No 03 - Laundry;
558.001.04;Washing Machine No 04 - Laundry;
558.001.05;Washing Machine No 05 - Laundry;
558.001.06;Washing Machine No 06 - Laundry;
558.001.07;Washing Machine No 07 - Laundry;
558.011;DRYING MACHINE;
558.011.01;Drying Machine No 01 - Laundry;
558.011.02;Drying Machine No 02 - Laundry;
558.011.03;Drying Machine No 03 - Laundry;
558.011.04;Drying Machine No 04 - Laundry;
558.011.05;Drying Machine No 05 - Laundry;
558.021;Linen Ironing Roller;
558.031;WASHING EXTRACTOR;
558.031.01;Washing Extractor No 01 - Laundry;
558.031.02;Washing Extractor No 02 - Laundry;
558.031.03;Washing Extractor No 03 - Laundry;
558.031.04;Washing Extractor No 04 - Laundry;
558.041;TUMBLE DRYER;
558.041.01;Tumble Dryer No 01;
558.041.02;Tumble Dryer No 02;
558.041.03;Tumble Dryer No 03;
558.041.04;Tumble Dryer No 04;
56;TRANSPORT EQUIPMENT FOR CREW
561;PERSONNEL LIFTS
561.001;Elevator;
561.001.11;Traction Machine - Elevator;
561.001.11.81;Motor
561.001.95;Control Panel - Elevator;
562;FOOD AND LINEN LIFTS;
562.001;Dumbwaiter;
562.001.11;Traction Machine - Dumbwaiter;
562.001.11.81;Motor
563;PROVISION CRANES AND DERRICKS;
563.001;Provision Crane Stbd;
563.001.01;Hoisting Device - Provision Crane Stbd;
563.001.01.61;Motor
563.001.01.71;Motor
563.001.01.81;Motor
563.001.03;Slewing Device - Provision Crane Stbd;
563.001.03.61;Motor
563.001.03.71;Motor
563.001.03.81;Motor
563.001.04;Topping Device - Provision Crane Stbd;
563.001.04.61;Motor
563.001.04.71;Motor
563.001.04.81;Motor
563.001.06;Luffing Device - Provision Crane Stbd;
563.001.06.71;Motor
563.001.06.81;Motor
563.001.91;Starter Panel - Provision Crane Stbd;
563.001.95;Control Panel - Provision Crane Stbd;
563.006;Hydraulic Power Unit - Provision Crane Stbd;
563.006.01;Pump
563.006.01.81;Motor
563.011;Provision Crane Port;
563.011.01;Hoisting Device - Provision Crane Port;
563.011.01.61;Motor
563.011.01.71;Motor
563.011.01.81;Motor
563.011.03;Slewing Device - Provision Crane Port;
563.011.03.61;Motor
563.011.03.71;Motor
563.011.03.81;Motor
563.011.04;Topping Device - Provision Crane Port;
563.011.04.61;Motor
563.011.04.71;Motor
563.011.04.81;Motor
563.011.06;Luffing Device - Provision Crane Port;
563.011.06.71;Motor
563.011.06.81;Motor
563.011.91;Starter Panel - Provision Crane Port;
563.011.95;Control Panel - Provision Crane Port;
563.016;Hydraulic Power Unit - Provision Crane Port;
563.016.01;Pump
563.016.01.81;Motor
563.021;Provision Crane - Aft;
563.021.02;Hoisting Device - Provision Crane Aft;
563.021.02.71;Motor
563.021.02.81;Motor
563.021.03;Slewing Device - Provision Crane - Aft;
563.021.03.71;Motor
563.021.03.81;Motor
563.021.04;Topping Device - Provision Crane - Aft;
563.021.04.71;Motor
563.021.04.81;Motor
563.021.06;Luffing Device - Provision Crane - Aft;
563.021.06.71;Motor
563.021.06.81;Motor
563.021.91;Starter Panel - Provision Crane Aft;
563.021.95;Control Panel - Provision Crane Aft;
563.026;Hydraulic Power Unit - Provision Crane - Aft;
563.026.11;Pump
563.026.11.81;Motor
563.031;Provision Davit;
563.031.02;Hoisting Winch - Provision Davit;
563.031.02.61;Motor
563.031.02.71;Motor
563.031.02.81;Motor
563.031.03;Slewing Winch - Provision Davit;
563.031.03.61;Motor
563.031.03.71;Motor
563.031.03.81;Motor
563.031.04;Topping Winch - Provision Davit;
563.031.04.71;Motor
563.031.04.81;Motor
563.031.06.71;Motor
563.031.06.81;Motor
563.031.91;Starter Panel - Provision Davit;
563.031.95;Control Panel - Provision Davit;
563.041;Provision and Suez Davit;
563.041.02;Hoisting Winch - Provision and Suez Davit;
563.041.02.71;Motor
563.041.02.81;Motor
563.041.03;Slewing Winch - Provision and Suez Davit;
563.041.03.71;Motor
563.041.03.81;Motor
563.041.04;Topping Winch - Provision and Suez Davit;
563.041.04.71;Motor
563.041.04.81;Motor
563.041.05;Luffing Winch
563.041.05.61;Motor
563.041.05.71;Motor
563.041.05.81;Motor
563.041.91;Starter Panel - Provision and Suez Davit;
563.041.95;Control Panel - Provision and Suez Davit;
563.051;Miscellaneous Crane Stbd;
563.051.02;Hoisting Winch - Miscellaneous Crane Stbd;
563.051.02.61;Motor
563.051.02.71;Motor
563.051.02.81;Motor
563.051.03;Slewing Winch - Miscellaneous Crane Stbd;
563.051.03.61;Motor
563.051.03.71;Motor
563.051.03.81;Motor
563.051.04;Topping Winch - Miscellaneous Crane Stbd;
563.051.04.61;Motor
563.051.04.71;Motor
563.051.04.81;Motor
563.051.05;Luffing Winch
563.051.05.61;Motor
563.051.05.71;Motor
563.051.05.81;Motor
563.051.06.71;Motor
563.051.06.81;Motor
563.051.91;Starter Panel - Miscellaneous Crane Stbd;
563.051.95;Control Panel - Miscellaneous Crane Stbd;
563.061;Miscellaneous Crane Port;
563.061.02;Hoisting Winch - Miscellaneous Crane Port;
563.061.02.71;Motor
563.061.02.81;Motor
563.061.03;Slewing Winch - Miscellaneous Crane Port;
563.061.03.71;Motor
563.061.03.81;Motor
563.061.04;Topping Winch - Miscellaneous Crane Port;
563.061.04.71;Motor
563.061.04.81;Motor
563.061.05;Luffing Winch
563.061.05.71;Motor
563.061.05.81;Motor
563.061.06.71;Motor
563.061.06.81;Motor
563.061.91;Starter Panel - Miscellaneous Crane Port;
563.061.95;Control Panel - Miscellaneous Crane Port;
563.071;Miscellaneous Crane - Aft;
563.071.02;Hoisting Winch - Miscellaneous Crane Aft;
563.071.02.71;Motor
563.071.02.81;Motor
563.071.03;Slewing Winch - Miscellaneous Crane - Aft;
563.071.03.71;Motor
563.071.03.81;Motor
563.071.04;Topping Winch - Miscellaneous Crane - Aft;
563.071.04.71;Motor
563.071.04.81;Motor
563.071.05;Luffing Winch
563.071.05.71;Motor
563.071.05.81;Motor
563.071.06.71;Motor
563.071.06.81;Motor
563.071.91;Starter Panel - Miscellaneous Crane Aft;
563.071.95;Control Panel - Miscellaneous Crane Aft;
563.081;Provision and Engine Parts Crane No 01;
563.081.02;Hoisting Winch - Provision and Engine Parts Crane No 01;
563.081.02.71;Motor
563.081.02.81;Motor
563.081.03;Slewing Winch - Provision and Engine Parts Crane No 01;
563.081.03.71;Motor
563.081.03.81;Motor
563.081.04;Topping Winch - Provision and Engine Parts Crane No 01;
563.081.04.71;Motor
563.081.04.81;Motor
563.081.05;Luffing Winch
563.081.05.71;Motor
563.081.05.81;Motor
563.081.06.71;Motor
563.081.06.81;Motor
563.081.91;Starter Panel - Provision and Engine Parts Crane No 01;
563.081.95;Control Panel - Provision and Engine Parts Crane No 01;
563.082;Provision and Engine Parts Crane No 02;
563.082.02;Hoisting Winch - Provision and Engine Parts Crane No 02;
563.082.02.71;Motor
563.082.02.81;Motor
563.082.03;Slewing Winch - Provision and Engine Parts Crane No 02;
563.082.03.71;Motor
563.082.03.81;Motor
563.082.04;Topping Winch - Provision and Engine Parts Crane No 02;
563.082.04.71;Motor
563.082.04.81;Motor
563.082.05;Luffing Winch
563.082.05.71;Motor
563.082.05.81;Motor
563.082.06.71;Motor
563.082.06.81;Motor
563.082.91;Starter Panel - Provision and Engine Parts Crane No 02;
563.082.95;Control Panel - Provision and Engine Parts Crane No 02;
563.083;Provision and Engine Parts Crane No 03;
563.083.02;Hoisting Winch - Provision and Engine Parts Crane No 03;
563.083.02.71;Motor
563.083.02.81;Motor
563.083.03;Slewing Winch - Provision and Engine Parts Crane No 03;
563.083.03.71;Motor
563.083.03.81;Motor
563.083.04;Topping Winch - Provision and Engine Parts Crane No 03;
563.083.04.71;Motor
563.083.04.81;Motor
563.083.05;Luffing Winch
563.083.05.71;Motor
563.083.05.81;Motor
563.083.06.71;Motor
563.083.06.81;Motor
563.083.91;Starter Panel - Provision and Engine Parts Crane No 03;
563.083.95;Control Panel - Provision and Engine Parts Crane No 03;
564;SHORE GANGWAYS WITH DAVITS
564.001;Accommodation Ladder Stbd;
564.001.11;Davit - Accommodation Ladder Stbd;
564.001.21;Winch - Accommodation Ladder Stbd;
564.001.21.61;Motor
564.001.21.81;Motor
564.001.31;Hoisting Winch - Accommodation Ladder Stbd;
564.001.31.61;Motor
564.001.31.81;Motor
564.001.51;Hydraulic Power Unit - Accommodation Ladder Stbd;
564.001.51.01;Pump
564.001.51.81;Motor
564.001.91;Starter Panel - Accommodation Ladder Winch Stbd;
564.002;Accommodation Ladder Port;
564.002.11;Davit - Accommodation Ladder Port;
564.002.21;Winch - Accommodation Ladder Port;
564.002.21.61;Motor
564.002.21.81;Motor
564.002.31;Hoisting Winch - Accommodation Ladder Port;
564.002.31.61;Motor
564.002.31.81;Motor
564.002.51;Hydraulic Power Unit - Accommodation Ladder Port;
564.002.51.01;Pump
564.002.51.81;Motor
564.002.91;Starter Panel - Accommodation Ladder Winch Port;
564.011;Pilot Assist Ladder Stbd;
564.011.11;Davit - Pilot Assist Ladder Stbd;
564.011.21;Winch - Pilot Assist Ladder Stbd;
564.011.21.61;Motor
564.011.21.81;Motor
564.011.91;Starter Panel - Pilot Assist Ladder Winch Stbd;
564.012;Pilot Assist Ladder Port;
564.012.11;Davit - Pilot Assist Ladder Port;
564.012.21;Winch - Pilot Assist Ladder Port;
564.012.21.61;Motor
564.012.21.81;Motor
564.012.91;Starter Panel - Pilot Assist Ladder Winch Port;
564.013;Pilot Assist Ladder No 03;
564.013.11;Davit - Pilot Assist Ladder No 03;
564.013.21;Winch - Pilot Assist Ladder No 03;
564.013.21.61;Motor
564.013.21.81;Motor
564.013.91;Starter Panel - Pilot Assist Ladder Winch No 03;
564.021;Pilot Ladder Reel Stbd;
564.021.11;Winch - Pilot Ladder Reel Stbd;
564.021.11.61;Motor
564.022;Pilot Ladder Reel Port;
564.022.11;Winch - Pilot Ladder Reel Port;
564.022.11.61;Motor
564.031;EMBARKATION LADDERS;
564.031.01;Embarkation Ladder Stbd;
564.031.02;Embarkation Ladder Port;
564.031.03;Embarkation Ladder Fwd;
564.031.04;Embarkation Ladder Aft;
564.036;LIFE SAVING LADDERS;
564.036.01;Life Saving Ladder Stbd;
564.036.02;Life Saving Ladder Port;
564.036.03;Life Saving Ladder - Aft;
564.051;Wharf Ladder;x
564.061;Wharf Ladder;x
564.101;Personnel Basket;
566;HELICOPTER PLATFORM WITH EQUIPMENT;
566.002;Helideck Safety Equipment;
57;VENTILATION
571;VENTILATION/AIR-CONDITIONING SYSTEMS FOR ACCOMMODATION;
571.001;Air Condition Plant No 01;
571.001.11;Fan - Air Condition Plant No 01
571.001.11.81;Motor
571.001.21;Fan - Air Condition Plant No 01
571.001.21.81;Motor
571.001.91;Starter Panel - Air Condition Plant No 01;
571.001.95;Control Panel - Air Condition Plant;
571.002;Air Condition Plant No 02;
571.002.11;Fan - Air Condition Plant No 02
571.002.11.81;Motor
571.002.21;Fan - Air Condition Plant No 02
571.002.21.81;Motor
571.002.91;Starter Panel - Air Condition Plant No 02;
571.006;Ventilation Duct - Air Condition Plant;
571.007;Air Cleaner - Air Condition Plant;
571.008;Air Washer - Air Condition Plant;
571.011;COMPRESSORS - AIR CONDITION PLANT;
571.011.01;Compressor No 01 - Air Condition Plant;
571.011.01.21;Condenser No 01 - Air Condition Plant;
571.011.01.81;Motor
571.011.01.91;Control Panel - Air Condition Plant Compressor No 01;
